,0
392,"株式会社鶴電工業 | 今注目の再生可能エネルギー事業展開/電話問合せOK:0234-43-6330
【技術職(電気設備工事/電気・土木施工管理】☆経験者優遇 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 <資格取得支援&丁寧な教育体制だから安心>◎大型風力発電所建設・特別高圧設備にかかわる業務のうち、電気設備工事 or 電気・土木施工管理のいずれか
対象となる方 【経験者・有資格者優遇】◎しっかり稼ぎたい、業務の幅を広げたい！…そんな方も大歓迎！急成長中の業界で活躍&成長していきませんか？！
勤務地 ◇本社 山形県酒田市広栄町2丁目1-3 ※マイカー通勤可能！無料駐車場有 ◇東京本部 東京都港区芝…
給与 <経験者> 月給25万円〜40万円＋諸手当 <未経験者> 月給20万円〜＋諸手当 ※経験・年齢・資格を考慮の上…
初年度年収 300万円～500万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/11/26"
393,"ハウンドジャパン株式会社 | ★レンタル車両１ヶ月無料★月収72万円可★未経験歓迎★副業ＯＫ
【軽貨物の宅配ドライバー】★平均月収40万円★支援金10万円支給 業務委託
急募 転勤なし 学歴不問 第二新卒歓迎
仕事内容 普通免許（AT限定でOK）ではじめる、月収72万円も可能な軽貨物配達。Ｗワーク、副業もＯＫ！定期便、スポット便、宅配便など自由に選べて稼げる！
対象となる方 《未経験歓迎！学歴・年齢不問》 20代から50代まで幅広いドライバーさんが活躍しています。
勤務地 ■原則自由 ■直行直帰OK ■配送エリアは東京都、神奈川県、埼玉県南部が中心になります。 ※詳しく…
給与 完全歩合制もしくは日額報酬（案件による） ◆年収850万円可！◆報酬週払いOK◆ ※未経験でも2ヶ月後に…
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/03"
394,"株式会社カーリング・サービス | 【設立19年の成長企業】◆月8休以上 ◆残業月平均10時間程度
未経験歓迎！ コミュニケーションスキルが活きる【ビル管理】 正社員
職種・業種未経験OK 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【将来の幹部候補】オーナー様と借主をつなぐ仕事◆テナント対応・設備保全・各種管理業務など、ビル管理者として幅広い業務をお任せします。
対象となる方 【30～40代活躍中】応募条件：◎ビジネスコミュニケーション能力 ◎基本的なPCスキル｜◆営業経験・顧客折衝経験などを持つ方は大歓迎します。
勤務地 【青山 ラ コレッツィオーネ】 東京都港区南青山6-1-3 ※各線｜表参道駅 徒歩4分
給与 月給24万円〜27万円 ＋ 賞与年2回 ＋ 諸手当 ※経験・年齢・スキルを考慮の上、 　当社規定に基づき決定…
初年度年収 330万円～380万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/24"
395,"東部電工株式会社 | ＊景気に左右されない安定性 ＊社宅は月1万5000円～
【高収入も可能＆社宅有！】送電線の【技術スタッフ】※未経験可 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
仕事内容 【ライフラインを支える！ダイナミックな仕事】鉄塔をつくるための基礎工事や鉄塔から鉄塔などに張ってある送電線の工事などをメインに担当します
対象となる方 《意欲があればOK！学歴や資格も不問》要普免 ◇20～30代が活躍中 ◇資格取得で新しいキャリアを築きたい、転勤なしで安定収入を得たい方はぜひ！
勤務地 ＊マイカー・バイク通勤OK ＊月1万5000円〜2万円で住める社宅あり！ 本社／静岡県富士宮市野中…
給与 月給22万5000円〜＋賞与年2回 ※経験を積めば年収700万も可能です。 ※経験・スキルなどを考慮のうえ、…
初年度年収 300万円～400万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/11/26"
396,"有限会社福岡ダストサービス | 福岡市内の環境を守り続けて39年！Teamsでweb面接も実施中◎
【ルート収集】★月給27万円～ ★残業ほぼなし ★転勤なし 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 【地域インフラに貢献】博多区・中央区を中心とした民間企業の、ルート収集業務をお任せします。慣れていけば、きっとここが最後の転職先になるはず！
対象となる方 ★★ 未経験歓迎！できるだけ多くの方とお会いしたいと考えています ★★ ◎体を動かすことが好きな方　★30代の社員が多数活躍中！
勤務地 ★★ 転勤なし ★★ 福岡県福岡市博多区金の隈3-1-19 ※マイカー通勤OK！ ★★ UIターン…
給与 【 月給27万円〜（一律諸手当含む） + 賞与年2回（年平均2〜3ヶ月分支給） 】（※1） （※1）2018年度の…
初年度年収 350万円～450万円
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/24"
397,"株式会社大川建設 | 大手ゼネコンの元請★食堂付き宿舎有★直行直帰OK
満足度×定着率【とび工】資材積み下ろし一切なし*残業月0～20h 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 【大手元請で公共施設など地図に残る建物多数！】建設現場の足場の構築・解体作業など★勤続10年、20年と末永く活躍できるフィールドです！
対象となる方 【未経験歓迎/学歴・年齢不問】◎特別な経験は一切不問★とびの経験ある方は、年収500万以上のリーダーも可★残業代全額支給/家族手当あり！
勤務地 ＜★転勤なし ★直行直帰OK ★車・バイク通勤OK＞ ◎現場は東京・神奈川・埼玉など ＊現在、大船…
給与 【経験者】 日給1万3500円〜1万7500円 + 諸手当 + 賞与（年2回） 【未経験者】 日給1万1000円〜 + 諸手…
詳細を見る
気になる
情報更新日： 2020/10/27
掲載終了予定日： 2020/12/21"
398,"有限会社ジェイジェイドリーム | 【大阪府緊急雇用対策に賛同】★マイナビ初掲載！20・30代活躍中
月給25万円以上！【総合職（営業／技術スタッフ）】※週休2日制 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【既存のお客様からの問い合わせも多数】希望・適性を考慮し、＜営業＞または＜技術＞のいずれかをお任せ ★インセンティブで収入アップ ★残業少なめ
対象となる方 【未経験歓迎】◎建築や住宅業界経験者優遇 ◎内装、外装、リフォーム、リノベーションなどに携わったことのある方／営業経験のある方(年数不問)歓迎
勤務地 【転勤なし／マイカー通勤OK／最寄り駅より徒歩10分★】 大阪府大阪市平野区長吉出戸６-１５-３１…
給与 月給25万円〜40万円＋別途インセンティブあり ☆頑張り次第で高収入がめざせます！ ※経験や能力を考慮し…
初年度年収 350万円～700万円
詳細を見る
気になる
情報更新日： 2020/10/27
掲載終了予定日： 2020/12/07"
399,"株式会社サンモト | ＼ 転勤なし！高収入も目指せる！／ あなたは安定派？稼ぐ派？
アパレルの【法人営業】★完全土日祝休み ★残業ほぼ無し 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【既存のお客様メイン】帽子やバッグ、アクセサリーなどレディース向けの服飾関連商品を量販店やスーパーなどの問屋や卸売業者へご案内します
対象となる方 【未経験歓迎！学歴/年齢/男女不問！人柄・意欲重視】仕事もプライベートも充実させたい方は必見。何でも言い合える職場で働こう！※女性社員も活躍中
勤務地 ※転勤なし！ ※最大限希望を考慮します！ 東京、大阪、本社(北九州)、福岡のいずれかに配属。 【東…
給与 【東京・大阪支店】 月給／20万円〜35万円 ＋ インセンティブ ＋ 諸手当 【本社・福岡支店】 月給／18…
詳細を見る
気になる
情報更新日： 2020/10/27
掲載終了予定日： 2021/01/18"
400,"有限会社塚田工業 | 面接1回！お電話での問い合わせもOK！／TEL：0296-52-1350
《レア求人》マンホール・下水道管の【メンテナンス】※未経験OK 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 《これからもなくならない仕事！》下水道管の大きさに合わせて、ラジコンのような自走式カメラや目視で劣化を確認し、補修メンテナンスを行います。
対象となる方 《先輩は全員未経験スタート》必要なのは「運転免許」だけ！学歴も経験もいっさい問いません！※夜間＆出張手当もしっかり支給！稼ぎたい人も歓迎
勤務地 茨城県筑西市または千葉県千葉市の希望勤務地へ配属します。 茨城県筑西市寺上野551-39 アクセス…
給与 月給22万円〜40万円＋各種手当＋賞与年2回 ※経験・年齢を考慮の上、当社規定により優遇します。 ※試用…
初年度年収 300万円～500万円
詳細を見る
気になる
情報更新日： 2020/10/23
掲載終了予定日： 2020/12/17"
401,"東中国スズキ自動車株式会社 | 《スズキショップミマサカ》年間休日110日～！既存顧客が8割以上
【販売スタッフ】未経験OK/賞与5.4ヶ月分/毎日閉店と同時退社★ 正社員
締切間近 あと2日
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 《 6～7割が内勤業務！ 》ご来店された既存のお客様の接客対応をお任せします。★地域柄、ガツガツと新規を追うような働き方ではありません
対象となる方 《 学歴も経験も不問♪ 》◇普通免許だけでOK ★営業/飲食/販売など対人での仕事経験があれば活かせます！ ★新しい環境でスタート切りたい方を応援！
勤務地 《 転勤はありません／UIターン歓迎 》 岡山県美作市豊国原350-4 ◎雇用元は東中国スズキ自動…
給与 月給196,000円〜300,000円 + 諸手当 ※上記はあくまで最低保証額です。 　年齢、経験、能力を考慮の上、…
初年度年収 300万円～400万円
詳細を見る
気になる
情報更新日： 2020/10/26
掲載終了予定日： 2020/11/19"
